A_23_P28224,A_23_P358345,CUST_16472_PI416261804,CUST_17139_PI416261804,CUST_546_PI416408490,top_level_structure
9.4795,1.4078,1.6724,6.3924,6.8842,PL
10.166,1.4078,1.4078,6.9204,7.3622,PL
10.2741,1.6998,1.8238,6.8176,7.5698,PL
9.8039,1.8869,1.8247,6.2799,7.2245,PL
9.8709,1.9672,1.9484,6.3136,7.1627,PL
9.2237,1.8695,1.5281,5.7703,6.8057,TL
9.4154,1.7244,1.6838,6.4122,6.8141,TL
8.6983,1.7811,1.7559,5.4289,6.2082,TL
8.9574,1.6417,1.7366,5.9214,6.5003,TL
9.7227,1.4674,1.9695,5.8802,6.8062,TL
9.3918,1.4078,1.4078,5.9392,6.8163,TL
9.2405,2.1751,1.4078,5.7856,6.592,TL
9.6836,1.8039,1.8714,6.1365,7.1324,TL
9.632,1.7453,2.8188,6.4596,6.6105,TL
9.1556,1.5909,1.5218,5.2866,6.3387,TL
9.065,1.7266,1.8427,5.5737,6.5554,TL
9.4748,1.4933,1.6558,6.1877,6.9431,TL
9.5217,1.7998,1.7526,6.0132,6.9391,TL
8.9777,1.4078,1.4078,5.9416,6.7976,TL
9.1119,1.7613,1.5087,5.8414,6.5362,TL
9.9122,1.7068,2.0472,6.4151,7.1399,TL
9.2538,1.7205,1.77,5.8224,6.5973,TL
9.7842,1.7859,1.4078,6.3258,7.0618,TL
9.3498,1.8925,1.7891,5.4574,6.4802,TL
9.4908,1.5589,1.6947,6.0596,6.9015,TL
9.4158,1.7491,1.7365,6.082,6.7519,TL
10.1584,1.994,1.9632,6.1784,6.9715,TL
8.6239,1.7277,1.9265,5.3003,6.1688,TL
8.4934,1.7734,2.9453,4.586,6.0311,TL
9.7659,1.8417,2.8579,6.4353,7.3051,TL
9.2756,1.7083,1.7964,5.6672,6.7066,TL
9.4379,1.6484,1.6934,6.1239,6.9001,TL
9.9082,1.8426,1.8668,6.3275,7.2365,TL
9.2523,1.4078,1.4561,5.7306,6.8246,TL
9.1784,2.0942,1.5829,5.9145,6.7225,TL
9.1662,1.6639,1.4078,5.9999,6.6191,TL
9.6517,1.4685,1.5498,6.3737,7.0542,TL
8.4684,1.8016,2.1298,4.9684,6.2351,TL
8.533,1.4164,1.564,5.5509,6.284,TL
8.8871,1.9491,1.7745,5.2849,6.8767,TL
8.7692,2.6061,2.3586,5.2355,6.6189,TL
9.8963,1.6946,1.5561,6.1749,7.3899,TL
8.505,1.5677,1.6329,5.2584,5.9901,Amg
8.037,1.8141,2.2649,5.0024,6.6821,Amg
7.9984,1.6824,1.7408,3.9505,6.488,Amg
8.6386,1.4793,1.5003,4.543,6.8383,Amg
7.9422,1.4344,2.305,4.4457,5.8641,Amg
8.9727,1.5835,1.7181,5.0641,6.7578,Amg
10.0273,1.4078,1.4078,5.56,7.7039,Amg
8.3426,1.4529,2.2315,5.8415,6.5752,Amg
7.9852,1.5086,1.6746,4.0404,5.705,BF
8.2305,1.4355,2.6883,3.4414,6.9179,BF
9.1371,1.4157,1.4171,6.8471,6.718,BF
8.7697,1.7777,1.9365,6.3189,6.7362,BF
9.7076,1.838,2.7648,6.7293,6.9834,BF
9.742,1.504,1.4157,5.8474,7.2794,BF
8.1468,1.6172,2.8777,4.9187,6.6961,BF
8.4579,1.4142,2.0585,5.4333,5.9956,GP
9.0758,1.6425,2.554,6.4063,7.2125,GP
9.0053,1.5031,1.6714,5.8545,6.6269,GP
9.3716,1.466,1.416,6.5008,6.948,GP
8.7103,1.5908,1.6774,5.2532,6.8676,Str
9.0572,1.4078,1.6905,5.5683,6.605,Str
9.1934,1.6231,1.647,6.2513,7.1785,Str
9.386,1.4157,3.3944,6.0332,7.1715,Str
8.3514,1.4078,1.4078,4.8824,6.2193,Str
8.8213,1.7957,2.0582,5.3745,6.33,Str
8.803,1.4078,1.4135,4.9294,6.0024,Str
9.1248,1.4157,1.4674,6.6001,6.6473,Str
9.4311,1.4778,1.7536,5.8443,7.0581,Str
7.4976,1.4529,1.7011,4.3589,5.9994,Str
8.6009,1.5638,1.9776,4.418,6.4429,Str
8.5561,1.6155,1.8985,5.0237,6.312,Str
9.0963,1.689,1.8121,5.4216,6.8144,Str
9.2808,1.7266,1.6888,5.7545,6.8403,Str
10.0363,1.4503,1.4249,6.2559,7.7064,Str
9.5088,1.6039,2.397,5.7091,7.4234,Str
8.1892,1.6231,1.6707,5.1568,6.2792,Cl
9.5094,1.5355,1.4581,5.9774,7.5673,Cl
8.5067,1.5099,1.4887,6.3504,6.474,Cl
8.7588,1.7835,2.166,6.1672,6.9247,Cl
9.44,1.4157,2.7851,6.1781,7.3844,Cl
9.1069,2.303,2.3808,6.9967,6.7748,ET
7.6737,1.4146,3.0688,4.1043,5.6214,ET
9.2418,1.4322,1.4157,5.938,6.9582,Hy
7.6993,1.4157,1.4078,4.9281,5.9091,Hy
7.165,1.5113,2.5599,4.742,5.7837,Hy
8.6101,1.4788,1.5335,5.9574,6.8694,Hy
7.4843,1.4078,1.81,4.3068,5.3692,Hy
10.0765,1.5595,1.5538,7.0265,7.2266,Hy
8.4697,1.5899,2.0576,5.5898,6.3793,Hy
8.0832,1.5023,1.6452,5.0781,6.5601,Hy
7.794,1.4763,1.4431,4.7225,5.8169,Hy
9.4185,1.5518,1.5901,5.9863,6.7554,Hy
8.9938,1.4309,1.4765,6.4357,6.7812,Hy
8.5595,1.6598,6.7428,4.7463,6.47,Hy
8.7852,1.6374,1.6776,5.9774,6.37,Hy
8.062,1.9645,2.3178,5.283,5.8207,Hy
7.889,1.9141,1.7856,4.9189,6.1271,Hy
8.5436,1.5167,1.4553,5.4422,6.4687,Hy
8.223,1.4078,1.4078,4.5918,6.0506,Hy
9.9621,1.6395,1.5747,7.8035,8.0642,SbT
10.8327,1.4486,1.4323,7.8934,7.4542,SbT
9.9641,1.4519,3.0492,7.1555,6.924,DT
9.4748,1.6003,1.5941,6.7442,7.011,DT
9.2037,1.5706,1.9685,7.0496,7.1473,DT
11.0205,1.4078,1.4078,7.2347,7.9038,DT
11.1894,1.5471,1.4078,8.6264,7.9261,DT
11.1562,1.436,1.5077,8.5242,8.089,DT
11.1627,1.4582,1.8776,8.5591,8.0861,DT
10.2708,1.4135,1.4135,7.026,7.4821,DT
9.9754,1.4578,1.4819,7.3256,7.2116,DT
10.3788,1.4135,1.4078,7.9584,7.8799,DT
10.2207,1.6717,1.7658,6.9251,7.3491,DT
10.0937,1.4164,1.4157,6.9018,7.0704,DT
10.5812,1.4078,1.6199,7.6274,7.6504,DT
11.0122,1.4486,1.4135,7.9191,8.0347,DT
10.2686,1.4078,1.4142,7.2245,7.4964,DT
9.4436,1.4142,2.273,6.7613,7.2811,DT
9.8991,1.6011,1.6941,7.1155,7.0954,DT
11.1376,1.4551,1.6388,8.041,7.55,DT
9.7806,1.4355,1.4765,7.0194,7.5044,DT
9.1707,1.7744,1.8335,6.5987,6.8266,DT
9.6221,1.4157,1.4078,6.3542,6.8259,DT
9.8827,1.7936,2.883,6.8419,7.0812,VT
9.4877,1.4135,1.4078,6.556,6.5579,VT
8.039,1.4078,1.4164,6.9162,6.701,VT
8.5365,1.4322,1.8034,6.3669,6.6276,VT
9.4703,1.5005,1.6965,6.5305,7.3515,VT
9.9973,1.7311,2.9486,6.5531,7.4574,MES
8.8899,2.1485,2.1205,4.4763,6.9122,MES
9.7331,1.4142,1.5983,6.1462,6.9077,MES
7.834,1.8343,2.8939,3.9999,5.4458,MES
7.1622,1.4135,2.3732,3.5539,6.2797,MES
6.3825,2.0305,2.0425,3.899,5.8606,MES
9.2233,1.4827,1.4553,6.4237,7.1067,MES
9.566,1.4827,2.2709,6.2827,6.9553,MES
8.4802,1.769,1.8707,5.5536,5.8529,MES
7.9355,1.4714,1.62,5.1099,6.4868,CbCx
8.1803,1.7022,1.718,4.8288,6.5781,CbCx
8.2654,1.6097,1.6653,5.2866,6.6769,CbCx
8.1384,1.5666,1.6116,5.2477,6.4958,CbCx
7.5697,1.5694,1.794,4.7193,6.0372,CbCx
8.1794,1.6229,1.5216,5.2063,6.2667,CbCx
8.3207,1.6204,2.3848,4.9788,6.7126,CbCx
8.5874,1.4306,1.4484,4.8553,6.7844,CbCx
8.0687,1.6115,1.6711,5.1922,6.6338,CbCx
7.8951,1.4078,1.4078,4.8524,6.5351,CbCx
8.3327,1.6979,1.6475,5.3387,6.431,CbCx
7.983,1.5427,1.5292,5.1177,6.4086,CbCx
7.4095,1.4078,1.5895,4.5868,6.0438,CbCx
7.9068,1.6159,4.1562,4.6177,6.59,CbCx
7.8163,1.4078,1.4078,4.1466,6.1052,CbCx
8.7558,1.4078,1.867,4.5503,6.3405,CbCx
7.697,1.6867,1.778,4.3104,6.1966,CbCx
7.6516,1.4078,1.4078,4.7113,6.2011,CbCx
7.852,1.6202,2.0396,4.4578,6.0047,CbCx
7.5952,1.5157,1.6101,4.2805,5.7945,CbCx
7.3444,1.4078,1.4078,4.0048,5.9861,CbCx
7.1667,1.5477,2.2216,4.2437,5.8062,CbCx
7.3472,1.5275,2.187,4.2355,6.0359,CbCx
7.494,1.5235,1.7077,4.6826,5.9529,CbCx
7.1816,1.4749,2.9182,4.2057,5.4828,CbCx
7.1557,1.5494,1.8429,4.3946,5.6498,CbCx
7.6061,1.6151,1.85,4.3412,6.0875,CbCx
7.6869,1.4078,1.7701,4.3846,5.8794,CbCx
7.7552,1.4078,1.4078,4.3589,5.9581,CbCx
7.3609,1.6437,1.7702,3.8316,5.9656,CbCx
7.674,1.6612,1.608,4.8453,6.1948,CbCx
7.4721,1.4078,2.0801,4.3597,5.7742,CbCx
7.3173,1.446,2.263,3.8853,5.9318,CbCx
7.1595,1.4897,2.6756,4.1128,5.9618,CbCx
7.6292,1.4419,1.5427,3.9204,6.2168,CbCx
7.6144,1.6359,2.1818,4.0784,6.1179,CbCx
7.511,1.6328,1.9248,3.5598,6.1327,CbCx
7.8432,1.4078,1.5096,4.3844,6.232,CbCx
7.8734,1.6431,1.897,4.2454,6.1299,CbCx
7.9881,1.4078,2.7393,4.6236,6.2252,CbCx
9.6165,1.5003,1.4249,6.9819,6.9292,CbN
10.0122,1.5644,2.2033,7.0371,7.4881,CbN
9.9534,2.6444,3.1133,7.7847,7.2576,Bpons
10.6246,1.7645,1.7437,8.279,8.1191,Bpons
10.4878,1.4985,1.4206,8.5809,7.982,Bpons
10.8411,1.4838,2.1559,8.3481,7.674,Bpons
8.9117,3.2549,2.5937,6.7019,6.8784,PTg
9.7837,1.7324,1.7869,7.6563,7.449,PTg
10.1185,1.5677,1.8892,7.9527,7.8173,MY
9.6863,1.9284,2.186,7.1584,7.2049,MY
9.0973,1.7236,2.3849,6.4664,7.14,MY
9.7936,1.5534,1.6231,7.1055,6.9378,MY
10.4792,1.424,1.4078,7.0021,7.9805,MY
10.1587,1.7048,1.5984,6.995,7.6206,MY
9.8183,3.721,2.1599,6.6157,7.5937,MY
9.7146,1.7496,3.8545,7.9596,7.5937,MY
8.8773,1.5975,2.549,6.3571,6.5806,MY
10.1478,1.582,1.4078,7.3145,7.6983,MY
9.8743,1.8829,2.0376,7.5964,7.6574,MY
9.7528,1.6084,1.685,7.0535,7.5574,MY
9.6233,1.7998,2.1311,7.2879,7.5354,MY
10.0362,1.8579,2.1455,7.2592,7.4179,MY
9.6941,1.7432,1.6877,7.5229,7.8853,MY
9.9274,1.687,1.4806,6.9834,6.887,MY
6.2938,1.4078,1.4078,1.9881,4.3872,WM
6.0268,1.4078,1.4078,3.1998,5.0181,WM
5.5851,1.6414,2.4139,1.9351,4.3798,WM
5.7296,1.5248,1.6123,3.2444,4.4834,WM
3.2448,1.4078,2.2994,1.8812,3.9812,SS
2.3179,1.4078,1.4078,1.5745,3.9936,SS
3.7456,1.4078,1.4078,2.343,4.7308,SS
8.9209,1.1966,1.3091,6.0739,6.5554,FL
8.6887,1.1013,1.1955,5.7777,6.3602,FL
9.1541,1.1013,1.3828,6.2539,6.5738,FL
8.5429,1.1642,1.3804,5.6017,6.3115,FL
8.234,1.19,1.1239,5.8268,6.3368,FL
8.1674,1.1224,1.527,5.6457,6.302,FL
8.3638,1.2843,1.1586,6.0035,6.2756,FL
8.5007,1.2526,1.934,5.6378,6.3698,FL
8.1119,1.2932,2.4312,4.8767,6.1829,FL
9.4939,1.1129,1.1262,6.8719,7.0732,FL
9.3279,1.2853,1.7105,6.2631,6.7447,FL
8.6335,1.1013,1.9262,5.6666,6.5612,FL
8.6274,1.2455,1.395,5.9725,6.5186,FL
8.7873,1.1854,1.2877,6.1446,6.6712,FL
9.0159,1.3145,1.3172,6.0513,6.4846,FL
9.2323,1.1854,1.1336,6.4851,6.6404,FL
9.376,1.1013,1.1151,6.8381,6.7086,FL
8.9095,1.261,1.8381,5.9242,6.6679,FL
8.9076,1.1243,1.1336,6.3337,6.8917,FL
8.615,1.3476,1.4083,5.9262,6.4459,FL
8.3774,1.1754,1.3,5.522,6.3382,FL
8.6372,1.3275,1.4491,5.5932,6.6069,FL
8.5428,1.2015,1.1739,5.7645,6.5209,FL
8.5978,1.27,1.2609,6.0231,6.337,FL
8.3802,1.171,1.9457,5.8458,6.4033,FL
8.4323,1.1511,1.119,5.861,6.3427,FL
8.6237,1.1854,1.6602,5.7797,6.5417,FL
8.278,1.1083,1.7757,5.2529,6.1332,FL
8.8587,1.1636,1.5577,5.9752,6.6632,FL
9.1814,1.2469,1.4735,6.0732,6.5026,FL
8.8005,1.1345,1.397,5.9254,6.4727,FL
8.9354,1.1013,2.2628,6.2886,6.4884,FL
9.4814,1.1013,2.3521,6.2441,6.5501,FL
9.1377,1.28,1.2689,6.4967,6.7636,FL
8.6985,1.2465,1.569,5.6653,6.5618,FL
8.9217,1.1395,1.3939,6.3654,6.7041,FL
9.0091,1.121,1.3743,6.1728,6.7137,FL
9.512,1.3206,1.3074,6.5459,6.8847,FL
9.6724,1.3593,1.207,6.7185,6.8365,FL
9.2967,1.2677,1.3286,5.9419,6.4095,FL
8.8311,1.2108,2.2949,5.8642,6.5301,FL
7.2052,1.193,1.2641,4.7444,5.7967,FL
7.5404,1.3855,2.2288,4.371,5.7625,FL
9.3381,1.3833,1.3241,6.5158,6.7578,FL
9.482,1.4207,1.5881,6.4538,6.8282,FL
8.8759,1.2999,1.5026,5.9847,6.5814,FL
9.241,1.1381,1.8277,6.3513,7.0106,FL
9.5089,1.4096,2.6891,6.394,6.4884,FL
9.6369,1.1013,1.1129,7.1258,7.2772,FL
8.9142,1.1289,1.4955,6.146,6.5898,FL
9.29,1.2341,1.8081,6.3022,6.6666,FL
9.3146,1.1968,1.7651,6.4883,6.5878,FL
9.7432,1.301,1.1999,6.8817,6.8484,FL
9.6438,1.1013,1.5318,6.3234,7.0715,FL
9.8825,1.7347,1.1013,7.0784,6.9188,FL
8.8894,1.3851,1.4522,5.8645,6.679,FL
8.8498,1.3152,1.8093,5.8853,6.3706,FL
9.1666,1.5488,1.5273,6.3184,6.5697,FL
9.0195,1.1538,2.3147,6.28,6.4859,FL
9.5177,1.2932,1.1459,6.6231,6.9632,FL
9.3808,1.3278,1.6725,5.982,6.7556,FL
8.9155,1.1662,1.1854,5.879,6.549,FL
8.5944,1.1517,1.1511,5.8545,6.5263,FL
8.7873,1.121,1.6083,5.787,6.719,FL
8.4891,1.2517,1.2581,5.8579,6.1057,FL
8.5352,1.2963,3.1004,5.754,6.287,FL
9.0573,1.1013,2.8687,5.6133,6.6532,FL
8.9041,1.1565,4.2126,6.3512,6.5781,FL
9.3803,1.2746,2.0256,6.228,6.7073,FL
8.5374,1.3161,1.2573,5.9819,6.6631,FL
7.5362,1.237,1.1433,4.903,5.6733,Ins
7.736,1.3687,2.1115,5.1262,6.0796,Ins
8.5817,1.1524,1.2788,5.3616,6.5992,Ins
9.7921,1.1564,1.2216,6.9235,7.2642,Ins
8.9605,1.2499,1.4274,5.972,6.3523,Ins
8.1834,1.2843,1.3142,5.4902,6.1395,Ins
7.652,1.1129,2.1279,4.9703,6.1239,Ins
8.6536,1.2728,1.2689,5.9303,6.6334,Ins
7.9333,1.1345,1.141,5.4123,6.2236,CgG
8.6592,1.205,1.1957,6.0039,6.4502,CgG
8.9418,1.1336,1.358,6.1123,6.6059,CgG
8.8843,1.5842,1.5687,6.1314,6.4557,CgG
8.4848,1.188,2.7132,5.8148,6.2584,CgG
7.9443,1.3101,1.2443,5.1709,6.0758,CgG
7.5365,1.1511,1.2717,5.0388,5.9346,CgG
7.6726,1.2581,1.3004,5.0712,5.6888,CgG
7.6695,1.3893,1.2934,5.0652,6.0849,CgG
7.7613,1.6111,1.4428,4.9677,5.7078,CgG
7.8035,1.1151,1.5325,5.2785,5.8732,CgG
8.6298,1.1129,1.2635,5.845,6.4076,CgG
8.7266,1.2651,3.2073,5.9265,6.5297,CgG
8.5577,1.2081,1.2138,5.935,6.5728,CgG
8.9833,1.1548,2.6093,5.5394,6.7562,CgG
8.7045,1.4458,1.5084,5.9356,6.2333,CgG
9.4144,1.3745,1.2797,6.7582,6.7825,CgG
8.8826,1.281,1.8335,6.0121,6.5058,CgG
9.0858,1.2059,2.1279,6.4893,6.6262,CgG
9.759,1.3811,2.1402,7.0964,7.1828,CgG
8.8779,1.1955,2.1784,5.7374,6.5647,CgG
9.236,1.2557,1.4153,6.8298,6.7018,CgG
8.9956,1.2959,1.5253,6.0653,6.8545,CgG
7.2406,1.1013,2.4547,4.9353,5.6482,CgG
8.63,1.1013,1.1013,5.0189,6.2011,HiF
9.2032,1.1013,1.1013,5.6456,7.0201,HiF
8.7678,1.7685,1.1013,5.3734,6.4497,HiF
7.7451,1.6379,3.2293,5.4105,6.4273,HiF
7.8966,1.3101,1.3068,4.8586,5.7678,HiF
7.4842,1.5586,1.1494,4.3734,5.811,HiF
7.5425,1.6361,3.0925,5.0938,6.1261,HiF
8.9578,1.6494,1.6691,6.4585,6.7753,HiF
8.7922,1.1013,1.1517,5.7624,6.3171,HiF
9.0011,1.1149,1.1149,5.9,6.3575,HiF
8.3604,1.6275,1.4964,6.0592,6.3936,HiF
8.3064,1.1013,1.1013,5.4857,6.1123,HiF
9.1201,1.2613,1.692,6.143,6.4564,HiF
8.9875,1.1013,1.1013,5.7341,6.47,HiF
8.9756,1.3238,1.326,6.0477,6.3266,HiF
9.254,1.2088,1.2416,6.3977,6.622,HiF
9.1424,1.1129,1.1731,6.3856,6.7247,HiF
8.8002,1.1968,1.2057,5.7281,6.231,HiF
9.2115,1.1013,1.2682,6.107,6.7257,HiF
9.4988,1.1013,1.1013,6.2311,6.687,HiF
9.727,1.1013,1.1149,6.4608,7.1008,HiF
9.7076,1.4935,1.3229,7.1907,6.9512,HiF
7.887,1.3528,1.171,5.3,6.3822,PHG
8.0588,1.1665,1.909,6.1659,6.4665,PHG
7.5305,1.1129,2.1187,4.612,5.9029,PHG
8.5823,1.1129,1.1013,5.9075,6.3382,PHG
7.5518,1.19,1.2381,5.0159,5.9061,PHG
8.0185,1.3171,1.3359,5.3819,6.3596,PHG
8.7414,1.1957,1.1643,6.1347,6.6907,PHG
7.2681,1.2146,1.4362,4.5705,5.5573,PHG
8.2662,1.1149,2.4064,5.4529,6.4312,PHG
8.2308,1.4472,1.6047,5.7655,6.474,Br
9.788,1.2691,1.2196,6.8732,7.3066,OL
9.7322,1.1922,1.1527,6.8898,7.1263,OL
9.9357,1.4012,2.0546,6.8258,7.1943,OL
10.0833,1.2852,1.2565,7.4848,7.803,OL
10.0821,1.1413,1.1988,7.0659,7.444,OL
10.0689,1.371,1.125,7.2679,7.4447,OL
9.4774,1.3503,1.3656,6.5925,6.8685,OL
9.2029,1.2624,1.54,6.2092,6.9545,OL
9.5234,1.517,1.4847,6.6312,6.7919,OL
10.0457,1.2049,2.058,7.112,7.5072,OL
8.8339,1.2195,1.1639,5.8793,6.6732,OL
9.2829,1.1438,1.3673,6.5218,6.6995,OL
9.6845,1.1477,1.3553,6.7788,7.0047,OL
9.5495,1.2999,1.1284,6.7433,6.8351,OL
9.3285,1.5416,1.4727,6.1657,6.7884,OL
10.0197,1.3432,1.5823,7.1205,7.2545,OL
9.8233,1.1892,1.1186,6.8639,7.0207,OL
9.8148,1.3875,1.4429,6.2278,6.6682,OL
9.4472,2.162,1.9722,6.0282,6.8729,OL
9.5246,1.217,1.2141,6.573,7.2162,OL
9.773,1.1955,2.1754,7.0381,7.246,OL
10.0729,1.1742,2.5502,6.881,7.428,OL
9.9981,1.2454,1.1985,6.8931,7.2484,OL
10.1794,1.1832,1.3073,7.1547,7.6121,OL
10.3126,1.1013,2.2208,7.2309,7.8972,OL
10.5015,1.3987,1.4943,7.3289,8.0704,OL
9.8739,1.314,1.5224,6.891,7.2712,OL
10.2687,1.4222,1.3448,7.2702,7.9291,OL
9.1457,1.1322,1.1336,6.4034,6.6849,OL
9.6936,1.2819,1.2667,6.4102,6.8912,OL
9.619,1.4452,1.4969,6.3375,6.9075,OL
9.3256,1.1636,1.2015,6.3934,6.7023,OL
8.7797,1.2539,1.2556,6.2015,6.3513,OL
9.1356,1.3491,1.8364,6.1452,6.8305,OL
9.8517,1.2205,1.207,6.6812,7.1543,OL
9.1497,1.1013,1.1499,6.191,6.5733,OL
9.9204,1.4873,1.7405,6.9999,7.4249,OL
9.9985,1.247,1.207,6.9293,7.2252,OL
9.3019,1.1013,1.314,6.8811,7.0498,PL
9.3256,1.3458,1.5771,6.2031,6.7753,PL
8.9613,1.3007,1.3313,6.0962,6.7561,PL
9.0362,1.2979,1.4052,6.2524,6.4919,PL
9.1652,1.1376,1.121,6.5445,6.9038,PL
9.009,1.3228,1.3975,6.2278,6.7037,PL
9.1684,1.1538,1.2778,6.0772,6.7884,PL
9.0812,1.3096,1.3625,6.3226,6.8387,PL
9.3347,1.1985,1.1949,6.6247,6.8523,PL
9.2025,1.2372,1.3822,6.1066,6.7116,PL
8.7837,1.2929,1.2138,6.3039,6.5186,PL
9.1251,1.1239,2.3659,6.2939,6.6907,PL
9.0351,1.2745,1.3817,5.8043,6.6575,PL
9.6554,1.3047,1.9905,6.2916,7.012,PL
9.7842,1.1013,1.1369,6.7533,7.1649,PL
9.7824,1.1013,1.3241,6.5973,7.3099,PL
8.8784,1.1665,1.2294,5.9212,6.5911,PL
9.5481,1.3971,1.3924,6.3026,6.8781,PL
9.4329,1.202,1.7698,6.4716,6.8153,PL
9.1115,1.4101,1.3096,6.2612,6.5561,PL
9.1464,1.2537,1.8348,6.4271,6.8003,PL
9.393,1.2265,2.7275,6.7534,7.0754,PL
9.3215,1.2434,1.167,6.4527,7.0126,PL
9.5279,1.1631,1.2231,6.8696,7.1903,PL
8.7951,1.2411,1.8593,5.9473,6.4445,PL
9.2756,1.2256,1.916,6.3882,6.5984,PL
9.1855,1.1369,1.2087,6.0035,6.8532,PL
9.8726,1.1013,1.1149,6.8749,7.244,PL
9.8006,1.3576,1.3186,6.7041,7.1918,PL
9.183,1.4157,1.3721,6.039,6.5577,PL
9.1936,1.3859,1.2756,6.0173,6.9051,PL
8.9658,1.1588,1.964,6.2698,6.6346,PL
9.7038,1.4583,1.4043,6.9975,7.1006,PL
8.9777,1.1775,1.2626,6.1903,6.616,PL
9.3843,1.183,1.1517,6.6028,7.0162,PL
9.4052,1.1489,1.1695,6.709,7.016,PL
9.5371,1.4308,1.5823,6.5114,6.8523,PL
9.343,1.3243,1.2943,6.4798,6.8005,PL
9.6024,1.2298,1.4442,6.3427,7.0002,PL
9.1179,1.1441,1.1619,6.4312,6.5411,PL
9.473,1.1294,1.2699,6.6219,6.9247,PL
9.1279,1.4916,1.1438,6.2972,6.4901,PL
8.3213,1.2644,1.5949,5.5456,6.4798,TL
7.9812,1.2968,1.1634,5.3628,5.8696,TL
7.7793,1.125,1.2979,5.2718,6.0391,TL
8.3743,1.2392,2.3236,5.9714,6.3012,TL
9.1428,1.1453,1.3433,6.2894,6.8531,TL
8.1568,1.2706,1.259,5.475,6.1707,TL
7.864,1.3515,1.8652,5.2997,5.8039,TL
8.6139,1.3694,1.4799,5.6558,6.5647,TL
8.7896,1.1361,1.1753,6.2301,6.5762,TL
7.8172,1.2697,2.3049,4.9023,6.0744,TL
7.6985,1.233,1.1129,5.3305,5.9559,TL
7.359,1.1904,1.5887,4.8246,5.8552,TL
7.9376,1.2261,1.3179,4.7639,5.9538,TL
8.8461,1.1625,1.2414,5.9303,6.8195,TL
8.717,1.1855,1.2602,5.8231,6.5607,TL
9.0683,1.172,1.2719,6.2704,6.8723,TL
7.8951,1.253,1.1894,5.1369,6.1393,TL
8.395,1.1332,1.1129,5.4574,6.6237,TL
8.2513,1.1662,1.5156,5.9854,6.5161,TL
8.0508,1.2003,1.2237,5.0176,6.0974,TL
8.1932,1.2896,1.2009,5.639,6.2405,TL
8.1674,1.19,1.9177,5.4662,6.1657,TL
8.7787,1.6308,5.0878,5.656,6.2857,TL
7.8641,1.282,1.9052,4.6166,6.2871,TL
8.2373,1.348,2.5995,5.8194,6.3433,TL
8.5775,1.2348,2.6887,5.0025,6.529,TL
8.5464,1.1345,2.3236,5.8929,6.2165,TL
8.1083,1.1632,2.7955,5.4145,6.2602,TL
8.5938,1.1671,1.7609,5.7535,6.2871,TL
8.9138,1.195,1.3599,6.1446,6.6574,TL
8.4542,1.4984,1.2685,6.0185,6.4405,TL
8.0275,1.1634,1.8464,5.2641,6.0378,TL
7.7792,1.3693,1.5213,5.0106,6.4143,TL
8.4026,2.337,1.1243,5.7184,6.3915,TL
8.5259,1.3429,1.3655,5.5683,6.2123,TL
8.6681,1.3851,1.1877,6.1728,6.3936,TL
8.9576,1.3494,1.4101,5.7332,6.5076,TL
8.9185,1.1151,1.1224,5.7514,6.3062,TL
8.1817,1.1693,1.6506,5.2088,6.2152,TL
8.6852,1.245,1.5245,6.0151,6.6223,TL
8.7449,1.3056,1.5082,5.9283,6.4909,TL
8.7964,1.1129,2.2616,6.0038,6.6743,TL
7.9767,1.1459,1.1376,5.6146,6.264,TL
8.3809,1.1636,1.3017,5.8136,6.4447,TL
8.6741,1.4251,2.0964,5.5997,6.5366,TL
8.6791,1.3772,1.5325,5.5606,6.6182,TL
9.0355,1.1402,2.2974,5.5223,6.6611,TL
9.0781,1.2819,1.6116,6.382,6.3948,TL
8.7385,1.3903,1.617,5.8986,6.7342,TL
7.9524,1.1631,1.4115,4.9054,6.1668,TL
8.1235,1.1625,2.1679,5.2563,6.3167,TL
8.3156,1.1129,1.3145,5.0819,6.295,TL
8.4858,1.3711,1.3262,5.6809,6.2,TL
8.2262,1.1013,1.1151,5.5666,6.1103,TL
8.5359,1.1381,1.9489,5.4835,6.3699,TL
9.3637,1.1013,1.625,6.4723,6.9214,TL
9.0666,1.2845,1.5363,6.1753,6.763,TL
8.3604,1.1612,1.2886,5.6382,6.4917,TL
8.268,1.1328,2.2199,5.6693,6.0931,TL
8.7267,1.371,1.3866,5.9855,6.5138,TL
8.8817,1.184,3.6136,6.162,6.7387,TL
8.8817,1.1361,1.3047,6.4895,6.7039,TL
9.1782,1.119,1.4195,6.3118,6.796,TL
8.4892,1.1769,2.1073,5.6805,6.4696,TL
8.6676,1.1588,1.6652,6.0527,6.7041,TL
8.6931,1.2323,1.7811,6.0713,6.4672,TL
8.4951,1.1013,1.1547,5.7497,6.1898,TL
7.2046,1.2641,1.3637,4.4302,5.8385,TL
7.0123,1.1013,1.5114,4.3177,5.6177,TL
7.696,1.4546,3.1064,4.7368,5.7065,TL
7.8696,1.2134,1.5317,5.1511,6.073,TL
9.3767,1.1129,1.6139,6.4972,6.8082,TL
9.0769,1.1013,1.184,6.0687,6.7798,TL
7.6242,1.7362,2.7408,5.5762,6.3013,Amg
8.6845,1.9343,2.0383,5.8077,6.4707,Amg
7.8709,1.5159,2.418,5.6513,6.2053,Amg
7.9421,1.7529,1.8339,5.6796,6.3527,Amg
